name,street,city,state,zip,type
ALL SAINTS REGIONAL CATH ELEM-UPPER,12 PEARSALL AVE,GLEN COVE,NY,11542,OTHER
SOLOMON SCHECHTER MIDDLE HIGH SCHOOL,27 CEDAR SWAMP RD,GLEN COVE,NY,11542,OTHER
FRIENDS ACADEMY,270 DUCK POND RD,LOCUST VALLEY,NY,11560,OTHER
NORTH SHORE DAY SCHOOL,85 CRESCENT BEACH RD,GLEN COVE,NY,11542,OTHER
SCHOOL FOR LANGUAGE & COMMUNICATION DEVELOPMENT,100 GLEN COVE AVE,GLEN COVE,NY,11542,OTHER
HEMPSTEAD UNION FREE SCHOOL DISTRICT,185 PENINSULA BLVD,HEMPSTEAD,NY,11550,OTHER
FRANKLIN SCHOOL,335 S FRANKLIN ST,HEMPSTEAD,NY,11550,OTHER
FULTON SCHOOL,40 FULTON AVE,HEMPSTEAD,NY,11550,OTHER
JACKSON MAIN ELEMENTARY SCHOOL,451 JACKSON ST,HEMPSTEAD,NY,11550,OTHER
BARACK OBAMA ELEMENTARY SCHOOL,176 WILLIAM ST,HEMPSTEAD,NY,11550,OTHER
HEMPSTEAD HIGH SCHOOL,201 PRESIDENT ST,HEMPSTEAD,NY,11550,OTHER
MARSHALL SCHOOL,15 E MARSHALL ST,HEMPSTEAD,NY,11550,OTHER
JACKSON ANNEX SCHOOL,380 JACKSON ST,HEMPSTEAD,NY,11550,OTHER
ALVERTA B GRAY SCHULTZ MIDDLE SCHOOL,70 GREENWICH ST,HEMPSTEAD,NY,11550,OTHER
HEMPSTEAD EARLY CHILDHOOD CENTER,436 FRONT ST,HEMPSTEAD,NY,11550,OTHER
SACRED HEART ACADEMY,47 CATHEDRAL AVE,HEMPSTEAD,NY,11550,OTHER
EPIPHANY CHILD DEVELOPMENT CENTER,35 FULTON AVE,HEMPSTEAD,NY,11550,OTHER
CRESCENT SCHOOL,130 FRONT ST,HEMPSTEAD,NY,11550,OTHER
DEEPER LIFE CHRISTIAN ACADEMY,108 MADISON AVE,HEMPSTEAD,NY,11550,OTHER
ACADEMY CHARTER SCHOOL,175-15 120TH AVE,JAMAICA,NY,11434,OTHER
EVERGREEN CHARTER SCHOOL,605 PENINSULA BLVD,HEMPSTEAD,NY,11550,OTHER
SALVATION ARMY DAY CARE & KINDERGARTEN,65 ATLANTIC AVE,HEMPSTEAD,NY,11550,OTHER
UNIONDALE UNION FREE SCHOOL DISTRICT,933 GOODRICH ST,UNIONDALE,NY,11553,OTHER
CALIFORNIA AVENUE ELEMENTARY SCHOOL,236 CALIFORNIA AVE,UNIONDALE,NY,11553,OTHER
GRAND AVENUE ELEMENTARY SCHOOL,711 SCHOOL DR,NORTH BALDWIN,NY,11510,OTHER
NORTHERN PARKWAY ELEMENTARY SCHOOL,440 NORTHERN PKY,UNIONDALE,NY,11553,OTHER
SMITH STREET ELEMENTARY SCHOOL,780 SMITH ST,UNIONDALE,NY,11553,OTHER
WALNUT STREET ELEMENTARY SCHOOL,1270 WALNUT ST,UNIONDALE,NY,11553,OTHER
LAWRENCE ROAD MIDDLE SCHOOL,50 LAWRENCE RD,HEMPSTEAD,NY,11550,OTHER
TURTLE HOOK MIDDLE SCHOOL,975 JERUSALEM AVE,UNIONDALE,NY,11553,OTHER
UNIONDALE HIGH SCHOOL,933 GOODRICH ST,UNIONDALE,NY,11553,OTHER
KELLENBERG MEMORIAL HIGH SCHOOL,1400 GLENN CURTISS BLVD,UNIONDALE,NY,11553,OTHER
SAINT MARTIN DE PORRES MARIANIST SCHOOL,530 HEMPSTEAD BLVD,UNIONDALE,NY,11553,OTHER
HEBREW ACADEMY OF NASSAU,215 OAK ST,UNIONDALE,NY,11553,OTHER
PAT-KAM SCHOOL & EARLY CHILDHOOD CENTER,705 NASSAU RD,UNIONDALE,NY,11553,OTHER
LITTLE RED TRAIN PRIVATE SCHOOL,249 JERUSALEM AVE,HEMPSTEAD,NY,11550,OTHER
EAST MEADOW UNION FREE SCHOOL DISTRICT,718 THE PLAIN RD,WESTBURY,NY,11590,OTHER
BARNUM WOODS SCHOOL,500 MAY LN,EAST MEADOW,NY,11554,OTHER
BOWLING GREEN SCHOOL,2340 STEWART AVE,WESTBURY,NY,11590,OTHER
MCVEY ELEMENTARY SCHOOL,2201 DEVON ST,EAST MEADOW,NY,11554,OTHER
PARKWAY SCHOOL,465 BELLMORE RD,EAST MEADOW,NY,11554,OTHER
CLARKE MIDDLE SCHOOL,740 EDGEWOOD DR,WESTBURY,NY,11590,OTHER
WOODLAND MIDDLE SCHOOL,690 WENWOOD DR,EAST MEADOW,NY,11554,OTHER
W TRESPER CLARKE HIGH SCHOOL,740 EDGEWOOD DR,WESTBURY,NY,11590,OTHER
EAST MEADOW HIGH SCHOOL,101 CARMAN AVE,EAST MEADOW,NY,11554,OTHER
MEADOWBROOK ELEMENTARY SCHOOL,241 OLD WESTBURY RD,EAST MEADOW,NY,11554,OTHER
NEW HOPE RESTORATION GIFTED ACADEMY,164 SYLVESTER ST,WESTBURY,NY,11590,OTHER
NORTH BELLMORE UNION FREE SCHOOL DISTRICT,2616 MARTIN AVE,BELLMORE,NY,11710,OTHER
JACOB GUNTHER ELEMENTARY SCHOOL,2600 REGENT PL,NORTH BELLMORE,NY,11710,OTHER
NEWBRIDGE ROAD SCHOOL,1601 NEWBRIDGE RD,NORTH BELLMORE,NY,11710,OTHER
PARK AVENUE SCHOOL,1599 PARK AVE,NORTH MERRICK,NY,11566,OTHER
SAW MILL ROAD SCHOOL,2801 SAW MILL RD,NORTH BELLMORE,NY,11710,OTHER
JOHN G DINKELMEYER SCHOOL,2100 WALTOFFER AVE,NORTH BELLMORE,NY,11710,OTHER
MARTIN AVENUE ELEMENTARY SCHOOL,2616 MARTIN AVE,BELLMORE,NY,11710,OTHER
SOUTH SHORE COUNTRY DAY SCHOOL,1149 NEWBRIDGE RD,NORTH BELLMORE,NY,11710,OTHER
LEVITTOWN UNION FREE SCHOOL DISTRICT,150 ABBEY LN,LEVITTOWN,NY,11756,OTHER
EAST BROADWAY SCHOOL,751 SEAMAN NECK RD,SEAFORD,NY,11783,OTHER
ABBEY LANE SCHOOL,239 GARDINERS AVE,LEVITTOWN,NY,11756,OTHER
GARDINERS AVENUE SCHOOL,610 GARDINERS AVE,LEVITTOWN,NY,11756,OTHER
LEE ROAD SCHOOL,901 LEE RD,WANTAGH,NY,11793,OTHER
SUMMIT LANE SCHOOL,4 SUMMIT LN,LEVITTOWN,NY,11756,OTHER
WISDOM LANE MIDDLE SCHOOL,120 CENTER LN,LEVITTOWN,NY,11756,OTHER
NORTHSIDE SCHOOL,35 PELICAN RD,LEVITTOWN,NY,11756,OTHER
JONAS E SALK MIDDLE SCHOOL,3359 OLD JERUSALEM RD,LEVITTOWN,NY,11756,OTHER
DIVISION AVENUE SENIOR HIGH SCHOOL,120 DIVISION AVE,LEVITTOWN,NY,11756,OTHER
GEN DOUGLAS MACARTHUR SENIOR HIGH SCHOOL,3369 OLD JERUSALEM RD,LEVITTOWN,NY,11756,OTHER
THE ELIJA SCHOOL,100 PERIWINKLE RD,LEVITTOWN,NY,11756,OTHER
MARIA MONTESSORI SCHOOL,5 N VILLAGE GREEN W,LEVITTOWN,NY,11756,OTHER
SEAFORD UNION FREE SCHOOL DISTRICT,1600 WASHINGTON AVE,SEAFORD,NY,11783,OTHER
SEAFORD HARBOR SCHOOL,3500 BAYVIEW ST,SEAFORD,NY,11783,OTHER
SEAFORD MANOR SCHOOL,1590 WASHINGTON AVE,SEAFORD,NY,11783,OTHER
SEAFORD MIDDLE SCHOOL,3940 SUNSET AVE,SEAFORD,NY,11783,OTHER
SEAFORD SENIOR HIGH SCHOOL,1575 SEAMANS NECK RD,SEAFORD,NY,11783,OTHER
SAINT WILLIAM THE ABBOT SCHOOL,2001 JACKSON AVE,SEAFORD,NY,11783,OTHER
BELLMORE UNION FREE SCHOOL DISTRICT,580 WINTHROP AVE,BELLMORE,NY,11710,OTHER
 SHORE ROAD SCHOOL,2801 SHORE RD,BELLMORE,NY,11710,OTHER
 WINTHROP AVENUE SCHOOL,580 WINTHROP AVE,BELLMORE,NY,11710,OTHER
REINHARD EARLY CHILDHOOD CENTER,2750 S ST MARK'S AVE,BELLMORE,NY,11710,OTHER
SAINT ELIZABETH ANN SETON REGIONAL SCHOOL-BELLMORE,2341 WASHINGTON AVE,BELLMORE,NY,11710,OTHER
ROOSEVELT UNION FREE SCHOOL DISTRICT,240 DENTON PL,ROOSEVELT,NY,11575,OTHER
CENTENNIAL AVENUE SCHOOL,140 CENTENNIAL AVE,ROOSEVELT,NY,11575,OTHER
ULYSSES BYAS ELEMENTARY SCHOOL,60 UNDERHILL AVE,ROOSEVELT,NY,11575,OTHER
WASHINGTON ROSE SCHOOL,2 ROSE AVE,ROOSEVELT,NY,11575,OTHER
ROOSEVELT HIGH SCHOOL,WAGNER AVE,ROOSEVELT,NY,11575,OTHER
PRE-KINDERGARTEN SCHOOL,OAKWOOD AVE,ROOSEVELT,NY,11575,OTHER
ROOSEVELT MIDDLE SCHOOL,335 E CLINTON AVE,ROOSEVELT,NY,11575,OTHER
ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL,105 PLEASANT AVE,ROOSEVELT,NY,11575,OTHER
CHILDREN'S LEARNING CENTER-UCP NASSAU COUNTY,380 WASHINGTON AVE,ROOSEVELT,NY,11575,OTHER
MSUP ELEMENTARY SCHOOL,PO BOX 487,ROOSEVELT,NY,11575,OTHER
BUNDLE OF JOY KINDERGARTEN,165 ELLESON AVE,ROOSEVELT,NY,11575,OTHER
COMMUNITY ACADEMIC PREP CENTER,45 ROSE AVE,ROOSEVELT,NY,11575,OTHER
FREEPORT UNION FREE SCHOOL DISTRICT,PO BOX 50,FREEPORT,NY,11520,OTHER
ARCHER STREET SCHOOL,255 ARCHER ST,FREEPORT,NY,11520,OTHER
BAYVIEW AVENUE SCHOOL,325 W MERRICK RD,FREEPORT,NY,11520,OTHER
CAROLINE G ATKINSON SCHOOL,58 W SEAMAN AVE,FREEPORT,NY,11520,OTHER
COLUMBUS AVENUE SCHOOL,150 N COLUMBUS AVE,FREEPORT,NY,11520,OTHER
LEO F GIBLYN SCHOOL,450 S OCEAN AVE,FREEPORT,NY,11520,OTHER
JOHN W DODD MIDDLE SCHOOL,25 PINE ST,FREEPORT,NY,11520,OTHER
FREEPORT HIGH SCHOOL,50 S BROOKSIDE AVE,FREEPORT,NY,11520,OTHER
NEW VISIONS ELEMENTARY SCHOOL,80 RAYNOR ST,FREEPORT,NY,11520,OTHER
DE LA SALLE SCHOOL (THE),87 PINE ST,FREEPORT,NY,11520,OTHER
FREEPORT CHRISTIAN ACADEMY,50 N MAIN ST,FREEPORT,NY,11520,OTHER
WOODWARD MENTAL HEALTH CENTER,201 W MERRICK RD,FREEPORT,NY,11520,OTHER
HI-HELLO CHILD CARE CENTER,212 S OCEAN AVE,FREEPORT,NY,11520,OTHER
CHILDREN'S WORLD MONTESSORI SCHOOL,73 S LONG BEACH AVE,FREEPORT,NY,11520,OTHER
TWIN OAKS COUNTRY DAY SCHOOL,PO BOX 750,FREEPORT,NY,11520,OTHER
BALDWIN UNION FREE SCHOOL DISTRICT,960 HASTINGS ST,BALDWIN,NY,11510,OTHER
BROOKSIDE ELEMENTARY SCHOOL,940 STANTON AVE,BALDWIN,NY,11510,OTHER
LENOX ELEMENTARY SCHOOL,551 LENOX RD,BALDWIN,NY,11510,OTHER
MEADOW ELEMENTARY SCHOOL,880 JACKSON ST,BALDWIN,NY,11510,OTHER
MILBURN ELEMENTARY SCHOOL,2501 MILBURN AVE,BALDWIN,NY,11510,OTHER
PLAZA ELEMENTARY SCHOOL,501 SEAMAN AVE,BALDWIN,NY,11510,OTHER
SHUBERT ELEMENTARY SCHOOL,835 DEMOTT AVE,BALDWIN,NY,11510,OTHER
STEELE ELEMENTARY SCHOOL,860 CHURCH ST,BALDWIN,NY,11510,OTHER
BALDWIN MIDDLE SCHOOL,3211 SCHREIBER PL,BALDWIN,NY,11510,OTHER
BALDWIN SENIOR HIGH SCHOOL,841 E T KLOBERG DR,BALDWIN,NY,11510,OTHER
SAINT CHRISTOPHER SCHOOL,15 PERSHING BLVD,BALDWIN,NY,11510,OTHER
OCEANSIDE UNION FREE SCHOOL DISTRICT,145 MERLE AVE,OCEANSIDE,NY,11572,OTHER
SCHOOL 2,2745 TERRELL AVE,OCEANSIDE,NY,11572,OTHER
SCHOOL 3,2852 FORTESQUE AVE,OCEANSIDE,NY,11572,OTHER
SCHOOL 4,3210 OCEANSIDE RD,OCEANSIDE,NY,11572,OTHER
SCHOOL 5,2440 N OCEANSIDE RD,OCEANSIDE,NY,11572,OTHER
SCHOOL 93-BOARDMAN ELEM SCHOOL,170 BEATRICE AVE,OCEANSIDE,NY,11572,OTHER
SCHOOL 8,3252 FULTON AVE,OCEANSIDE,NY,11572,OTHER
SCHOOL 9M-OCEANSIDE MIDDLE SCHOOL,186 ALICE AVE,OCEANSIDE,NY,11572,OTHER
SCHOOL 7-OCEANSIDE SENIOR HIGH SCHOOL,3160 SKILLMAN AVE,OCEANSIDE,NY,11572,OTHER
CASTLETON ACADEMY HIGH SCHOOL OF OCEANSIDE,25 CASTLETON CT,OCEANSIDE,NY,11572,OTHER
SCHOOL 6-KINDERGARTEN CENTER,25 CASTLETON CT,OCEANSIDE,NY,11572,OTHER
MALVERNE UNION FREE SCHOOL DISTRICT,301 WICKS LN,MALVERNE,NY,11565,OTHER
DAVISON AVENUE ELEMENTARY SCHOOL,49 DAVISON AVE,LYNBROOK,NY,11563,OTHER
MAURICE W DOWNING SCHOOL,55 LINDNER PL,MALVERNE,NY,11565,OTHER
MALVERNE SENIOR HIGH SCHOOL,80 OCEAN AVE,MALVERNE,NY,11565,OTHER
HOWARD T HERBER MIDDLE SCHOOL,75 OCEAN AVE,MALVERNE,NY,11565,OTHER
OUR LADY OF LOURDES SCHOOL,76 PARK BLVD,MALVERNE,NY,11565,OTHER
GRACE LUTHERAN SCHOOL,400 HEMPSTEAD AVE,MALVERNE,NY,11565,OTHER
VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT,585 N CORONA AVE,VALLEY STREAM,NY,11580,OTHER
JAMES A DEVER SCHOOL,585 N CORONA AVE,VALLEY STREAM,NY,11580,OTHER
HOWELL ROAD SCHOOL,1475 HOWELL RD,VALLEY STREAM,NY,11580,OTHER
WHEELER AVENUE SCHOOL,1 W WHEELER AVE,VALLEY STREAM,NY,11580,OTHER
WILLOW ROAD SCHOOL,880 CATALPA DR,FRANKLIN SQUARE,NY,11010,OTHER
HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT,1 JOHNSON PL,WOODMERE,NY,11598,OTHER
FRANKLIN EARLY CHILDHOOD CENTER,1180 HENRIETTA PL,HEWLETT,NY,11557,OTHER
HEWLETT ELEMENTARY SCHOOL,1570 BROADWAY,HEWLETT,NY,11557,OTHER
OGDEN ELEMENTARY SCHOOL,875 LONGVIEW AVE,VALLEY STREAM,NY,11581,OTHER
WOODMERE MIDDLE SCHOOL,1170 PENINSULA BLVD,HEWLETT,NY,11557,OTHER
GEORGE W HEWLETT HIGH SCHOOL,60 EVERIT AVE,HEWLETT,NY,11557,OTHER
SHALHEVET HIGH SCHOOL FOR GIRLS,1000 ROSEDALE RD,NORTH WOODMERE,NY,11581,OTHER
YESHIVA TORAS CHAIM OF SOUTH SHORE,1170 WILLIAM ST,HEWLETT,NY,11557,OTHER
MESIVTA ATERES YAAKOV OF GREATER LONG ISLAND,1170A WILLIAM ST,HEWLETT,NY,11557,OTHER
STELLA K ABRAHAM HS FOR GIRLS,291 MEADOW VIEW AVE,HEWLETT,NY,11557,OTHER
SHULAMITH SCHOOL,140 IRVING PL,WOODMERE,NY,11598,OTHER
LAWRENCE WOODMERE ACADEMY,336 WOODMERE BLVD,WOODMERE,NY,11598,OTHER
LAWRENCE UNION FREE SCHOOL DISTRICT,PO BOX 477,LAWRENCE,NY,11559,OTHER
2 SCHOOL,1 DONAHUE AVE,INWOOD,NY,11096,OTHER
4 SCHOOL,WANSER AVE,INWOOD,NY,11096,OTHER
5 SCHOOL,305 CEDARHURST AVE,CEDARHURST,NY,11516,OTHER
LAWRENCE SENIOR HIGH SCHOOL,2 REILLY RD,CEDARHURST,NY,11516,OTHER
LAWRENCE MIDDLE SCHOOL,195 BROADWAY,LAWRENCE,NY,11559,OTHER
BRANDEIS SCHOOL (THE),25 FROST LN,LAWRENCE,NY,11559,OTHER
KULANU TORAH ACADEMY,620 CENTRAL AVE,CEDARHURST,NY,11516,OTHER
HEBREW ACADEMY-LOWER SCHOOL,33 WASHINGTON AVE,LAWRENCE,NY,11559,OTHER
HEBREW ACADEMY OF THE FIVE TOWNS AND ROCKAWAY HS,635 CENTRAL AVE,CEDARHURST,NY,11516,OTHER
RAMBAM MESIVTA-MAIMONIDES HIGH SCHOOL,15 FROST LN,LAWRENCE,NY,11559,OTHER
YESHIVA KETANA OF LONG ISLAND,321 DOUGHTY BLVD,INWOOD,NY,11096,OTHER
DAVIS RENOV STAHLER YESHIVA HIGH SCHOOL -BOYS,132 SPRUCE ST,CEDARHURST,NY,11516,OTHER
TORAH ACADEMY OF LAWRENCE,100 CEDARHURST AVE,CEDARHURST,NY,11516,OTHER
HAFTR MIDDLE SCHOOL,44 FROST LANE,LAWRENCE,NY,11559,OTHER
ELMONT UNION FREE SCHOOL DISTRICT,135 ELMONT RD,ELMONT,NY,11003,OTHER
ALDEN TERRACE SCHOOL,1835 CENTRAL AVE,VALLEY STREAM,NY,11580,OTHER
CLARA H CARLSON SCHOOL,235 BELMONT BLVD,ELMONT,NY,11003,OTHER
COVERT AVENUE SCHOOL,144 COVERT AVE,ELMONT,NY,11003,OTHER
DUTCH BROADWAY SCHOOL,1880 DUTCH BROADWAY,ELMONT,NY,11003,OTHER
GOTHAM AVENUE SCHOOL,181 GOTHAM AVE,ELMONT,NY,11003,OTHER
STEWART MANOR SCHOOL,38 STEWART AVE,STEWART MANOR,NY,11530,OTHER
FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,760 WASHINGTON ST,FRANKLIN SQUARE,NY,11010,OTHER
JOHN STREET SCHOOL,560 NASSAU BLVD,FRANKLIN SQUARE,NY,11010,OTHER
POLK STREET SCHOOL,960 POLK AVE,FRANKLIN SQUARE,NY,11010,OTHER
WASHINGTON STREET SCHOOL,760 WASHINGTON ST,FRANKLIN SQUARE,NY,11010,OTHER
SAINT CATHERINE OF SIENNA SCHOOL,990 HOLZHEIMER ST,FRANKLIN SQUARE,NY,11010,OTHER
GARDEN CITY UNION FREE SCHOOL DISTRICT,PO BOX 216,GARDEN CITY,NY,11530,OTHER
HEMLOCK SCHOOL,78 BAYBERRY AVE,GARDEN CITY,NY,11530,OTHER
HOMESTEAD SCHOOL,2 HOMESTEAD AVE,GARDEN CITY,NY,11530,OTHER
LOCUST SCHOOL,220 BOYLSTON ST,GARDEN CITY,NY,11530,OTHER
STRATFORD AVENUE SCHOOL,97 STRATFORD AVE,GARDEN CITY,NY,11530,OTHER
STEWART SCHOOL,501 STEWART AVE,GARDEN CITY,NY,11530,OTHER
GARDEN CITY MIDDLE SCHOOL,98 CHERRY VALLEY AVE,GARDEN CITY,NY,11530,OTHER
GARDEN CITY HIGH SCHOOL,170 ROCKAWAY AVE,GARDEN CITY,NY,11530,OTHER
SAINT ANNE'S SCHOOL,25 DARTMOUTH ST,GARDEN CITY,NY,11530,OTHER
SAINT JOSEPH SCHOOL,450 FRANKLIN AVE,GARDEN CITY,NY,11530,OTHER
THE WALDORF SCHOOL OF GARDEN CITY,225 CAMBRIDGE AVE,GARDEN CITY,NY,11530,OTHER
EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,443 OCEAN AVE,EAST ROCKAWAY,NY,11518,OTHER
RHAME AVENUE ELEMENTARY SCHOOL,100 RHAME AVE,EAST ROCKAWAY,NY,11518,OTHER
EAST ROCKAWAY JUNIOR-SENIOR HIGH SCHOOL,443 OCEAN AVE,EAST ROCKAWAY,NY,11518,OTHER
CENTRE AVENUE ELEMENTARY SCHOOL,55 CENTRE AVE,EAST ROCKAWAY,NY,11518,OTHER
SAINT RAYMOND SCHOOL,263 ATLANTIC AVE,EAST ROCKAWAY,NY,11518,OTHER
JACK AND JILL MONTESSORI SCHOOL,23 FRONT ST,EAST ROCKAWAY,NY,11518,OTHER
LYNBROOK UNION FREE SCHOOL DISTRICT,111 ATLANTIC AVE,LYNBROOK,NY,11563,OTHER
KINDERGARTEN CENTER,111 ATLANTIC AVE,LYNBROOK,NY,11563,OTHER
MARION STREET SCHOOL,100 MARION ST,LYNBROOK,NY,11563,OTHER
WAVERLY PARK SCHOOL,320 WAVERLY AVE,EAST ROCKAWAY,NY,11518,OTHER
WEST END SCHOOL,30 CLARK AVE,LYNBROOK,NY,11563,OTHER
LYNBROOK NORTH MIDDLE SCHOOL,529 MERRICK RD,LYNBROOK,NY,11563,OTHER
LYNBROOK SOUTH MIDDLE SCHOOL,333 UNION AVE,LYNBROOK,NY,11563,OTHER
LYNBROOK SENIOR HIGH SCHOOL,9 UNION AVE,LYNBROOK,NY,11563,OTHER
OUR LADY OF PEACE SCHOOL,21 FOWLER AVE,LYNBROOK,NY,11563,OTHER
ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,128 SHEPHERD ST,ROCKVILLE CENTRE,NY,11570,OTHER
SOUTH SIDE HIGH SCHOOL,140 SHEPHERD ST,ROCKVILLE CENTRE,NY,11570,OTHER
SOUTH SIDE MIDDLE SCHOOL,67 HILLSIDE AVE,ROCKVILLE CENTRE,NY,11570,OTHER
WATSON SCHOOL,277 N CENTRE AVE,ROCKVILLE CENTRE,NY,11570,OTHER
RIVERSIDE SCHOOL,110 RIVERSIDE DR,ROCKVILLE CENTRE,NY,11570,OTHER
HEWITT SCHOOL,446 DEMOTT AVE,ROCKVILLE CENTRE,NY,11570,OTHER
WILLIAM S COVERT SCHOOL,379 WILLOW ST,SOUTH HEMPSTEAD,NY,11550,OTHER
WILSON SCHOOL,25 BUCKINGHAM RD,ROCKVILLE CENTRE,NY,11570,OTHER
SAINT AGNES CATHEDRAL ELEMENTARY SCHOOL,70 CLINTON AVE,ROCKVILLE CENTRE,NY,11570,OTHER
ROSALEE YOUNG CHILDHOOD CENTER,180 N VILLAGE AVE,ROCKVILLE CENTRE,NY,11570,OTHER
ANNE FRANK MONTESSORI SCHOOL,430 DEMOTT AVE,ROCKVILLE CENTRE,NY,11570,OTHER
FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,1 POPPY PL,FLORAL PARK,NY,11001,OTHER
FLORAL PARK BELLEROSE SCHOOL,2 LARCH AVE,FLORAL PARK,NY,11001,OTHER
JOHN LEWIS CHILDS SCHOOL,10 ELIZABETH ST,FLORAL PARK,NY,11001,OTHER
OUR LADY OF VICTORY SCHOOL,2 BELLMORE ST,FLORAL PARK,NY,11001,OTHER
WANTAGH UNION FREE SCHOOL DISTRICT,3301 BELTAGH AVE,WANTAGH,NY,11793,OTHER
FOREST LAKE SCHOOL,3100 BELTAGH AVE,WANTAGH,NY,11793,OTHER
MANDALAY SCHOOL,2667 BAYVIEW AVE,WANTAGH,NY,11793,OTHER
WANTAGH SCHOOL,1765 BEECH ST,WANTAGH,NY,11793,OTHER
WANTAGH SENIOR HIGH SCHOOL,3297 BELTAGH AVE,WANTAGH,NY,11793,OTHER
WANTAGH MIDDLE SCHOOL,3299 BELTAGH AVE,WANTAGH,NY,11793,OTHER
MOSAIC SCHOOL,1309 WANTAGH AVE,WANTAGH,NY,11793,OTHER
MAPLEWOOD SCHOOL,2166 WANTAGH AVE,WANTAGH,NY,11793,OTHER
VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT,75 HORTON AVE,VALLEY STREAM,NY,11581,OTHER
BROOKLYN AVENUE SCHOOL,24 BROOKLYN AVE,VALLEY STREAM,NY,11581,OTHER
ROBERT W CARBONARO SCHOOL,50 HUNGRY HARBOR RD,VALLEY STREAM,NY,11581,OTHER
WILLIAM L BUCK SCHOOL,75 HORTON AVE,VALLEY STREAM,NY,11581,OTHER
HOLY NAME OF MARY SCHOOL,90 S GROVE ST,VALLEY STREAM,NY,11580,OTHER
VALLEY STREAM CHRISTIAN ACADEMY,12 E FAIRVIEW AVE,VALLEY STREAM,NY,11580,OTHER
SUNRISE EDUCATIONAL CENTER,PO BOX 939,VALLEY STREAM,NY,11582,OTHER
MERRICK UNION FREE SCHOOL DISTRICT,21 BABYLON RD,MERRICK,NY,11566,OTHER
BIRCH SCHOOL,2400 CENTRAL PKY,MERRICK,NY,11566,OTHER
NORMAN J LEVY LAKESIDE SCHOOL,21 BABYLON RD,MERRICK,NY,11566,OTHER
CHATTERTON SCHOOL,108 MERRICK AVE,MERRICK,NY,11566,OTHER
GRACE CHRISTIAN ACADEMY,36 SMITH ST,MERRICK,NY,11566,OTHER
MEROKEE DAY SCHOOL,10 WYNSUM AVE,MERRICK,NY,11566,OTHER
SOUTH SHORE MONTERSSORI SCHOOL,2323 MERRICK AVE,MERRICK,NY,11566,OTHER
ISLAND TREES UNION FREE SCHOOL DISTRICT,74 FARMEDGE RD,LEVITTOWN,NY,11756,OTHER
ISLAND TREES MIDDLE SCHOOL,45 WANTAGH AVE S,LEVITTOWN,NY,11756,OTHER
MICHAEL F STOKES SCHOOL,101 OWL PL,LEVITTOWN,NY,11756,OTHER
J FRED SPARKE SCHOOL,100 ROBIN PL,LEVITTOWN,NY,11756,OTHER
ISLAND TREES HIGH SCHOOL,59 STRAIGHT LN,LEVITTOWN,NY,11756,OTHER
WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,252 CHESTNUT ST,WEST HEMPSTEAD,NY,11552,OTHER
CORNWELL AVENUE SCHOOL,250 CORNWELL AVE,WEST HEMPSTEAD,NY,11552,OTHER
CHESTNUT STREET SCHOOL,252 CHESTNUT ST,WEST HEMPSTEAD,NY,11552,OTHER
WEST HEMPSTEAD MIDDLE SCHOOL,450 NASSAU BLVD,WEST HEMPSTEAD,NY,11552,OTHER
WEST HEMPSTEAD HIGH SCHOOL,400 NASSAU BLVD,WEST HEMPSTEAD,NY,11552,OTHER
GEORGE WASHINGTON SCHOOL,347 WILLIAM ST,WEST HEMPSTEAD,NY,11552,OTHER
SAINT THOMAS THE APOSTLE SCHOOL,12 WESTMINSTER RD,WEST HEMPSTEAD,NY,11552,OTHER
HEBREW ACADEMY OF NASSAU,609 HEMPSTEAD AVE,WEST HEMPSTEAD,NY,11552,OTHER
NORTH MERRICK UNION FREE SCHOOL DISTRICT,1057 MERRICK AVE,MERRICK,NY,11566,OTHER
CAMP AVENUE SCHOOL,1712 MERRICK AVE,MERRICK,NY,11566,OTHER
HAROLD D FAYETTE SCHOOL,1057 MERRICK AVE,NORTH MERRICK,NY,11566,OTHER
OLD MILL ROAD SCHOOL,1775 OLD MILL RD,MERRICK,NY,11566,OTHER
SACRED HEART SCHOOL,730 MERRICK AVE,NORTH MERRICK,NY,11566,OTHER
MERRICK WOODS COUNTRY DAY SCHOOL,1075 MERRICK AVE,NORTH MERRICK,NY,11566,OTHER
PROGRESSIVE SCHOOL OF LONG ISLAND,1425 MERRICK AVE,MERRICK,NY,11566,OTHER
VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT,175 N CENTRAL AVE,VALLEY STREAM,NY,11580,OTHER
CLEARSTREAM AVENUE SCHOOL,60 CLEARSTREAM AVE,VALLEY STREAM,NY,11580,OTHER
FOREST ROAD SCHOOL,16 FOREST RD,VALLEY STREAM,NY,11581,OTHER
SHAW AVENUE SCHOOL,99 SHAW AVE,VALLEY STREAM,NY,11580,OTHER
BLESSED SACRAMENT SCHOOL,50 ROSE AVE,VALLEY STREAM,NY,11580,OTHER
