name,street,city,state,zip,type
Lincoln E.S.,CRANE ST,CALDWELL,NJ,7006,ELEMENTARY SCHOOL
Washington E.S.,CENTRAL AVE,WEST CALDWELL,NJ,7006,ELEMENTARY SCHOOL
Wilson E.S.,ORTON RD,WEST CALDWELL,NJ,7006,ELEMENTARY SCHOOL
Cedar Grove H.S.,90 RUGBY ROAD,CEDAR GROVE,NJ,7009,FOUR-YEAR HIGH SCHOOL
Cedar Grove Memorial Middle School,500 RIDGE ROAD,CEDAR GROVE,NJ,7009,MIDDLE SCHOOL
North End E.S.,122 STEVENS AVE,CEDAR GROVE,NJ,7009,ELEMENTARY SCHOOL
South End E.S.,HARPER TERR,CEDAR GROVE,NJ,7009,ELEMENTARY SCHOOL
Central E.S.,33 CLEVELAND ST,ORANGE,NJ,7050,ELEMENTARY SCHOOL
Cleveland Street E.S.,35 CLEVELAND ST,ORANGE,NJ,7050,ELEMENTARY SCHOOL
Forest Street E.S.,651 FOREST ST,ORANGE,NJ,7050,ELEMENTARY SCHOOL
Heywood Avenue E.S.,421 HEYWOOD AVE,ORANGE,NJ,7050,ELEMENTARY SCHOOL
Lincoln Avenue E.S.,216 Lincoln Ave,Orange,NJ,7050,ELEMENTARY SCHOOL
Main Street School,369 MAIN STREET,ORANGE,NJ,7050,ELEMENTARY SCHOOL
Oakwood Avenue E.S.,135 OAKWOOD AVE,ORANGE,NJ,7050,ELEMENTARY SCHOOL
Orange H.S.,400 LINCOLN AVE,ORANGE,NJ,7050,FOUR-YEAR HIGH SCHOOL
Orange M.S.,400 CENTRAL AVE,ORANGE,NJ,7050,MIDDLE SCHOOL
Park Avenue E.S.,231 PARK AVE,ORANGE,NJ,7050,ELEMENTARY SCHOOL
Althea Gibson Early Childhood Acd,290  William Street,East Orange,NJ,7017,KINDERGARTEN SCHOOL
B.L. Edmonson Ctr. Adult H.S.,74 Halsted Street,East Orange,NJ,7018,ADULT EDUCATION SCHOOL
Cicely Tyson School,161  ELMWOOD AVE,EAST ORANGE,NJ,7018,HIGH SCHOOL-OTHER THAN LISTED ABOVE
Dionne Warwick Institute,120 CENTRAL AVE,EAST ORANGE,NJ,7018,ELEMENTARY SCHOOL
East Orange Campus 9,129 North REnshaw Avenue,EAST ORANGE,NJ,7017,HIGH SCHOOL-OTHER THAN LISTED ABOVE
East Orange Campus High School,340 Prospect Street,East Orange,NJ,7017,THREE-YEAR SCHOOL
Ecole T.Louverture E.S.,330 CENTRAL AVE,EAST ORANGE,NJ,7018,ELEMENTARY SCHOOL
Edward T. Bowser Sr. E.S.,180 Lincoln Street,EAST ORANGE,NJ,7017,ELEMENTARY SCHOOL
Fourth Avenue E.S.,199 4th Avenue,East Orange,NJ,7017,ELEMENTARY SCHOOL
G.W.Carver Institute,135 Glenwood Avenue,EAST ORANGE,NJ,7017,ELEMENTARY SCHOOL
Gordon Parks Academy E.S.,98 GREENWOOD AVE,EAST ORANGE,NJ,7017,ELEMENTARY SCHOOL
J. Garfield Jackson Sr. Academy ES,106 PROSPECT STREET,EAST ORANGE,NJ,7017,ELEMENTARY SCHOOL
John L. Costley Sr. M.S.,116 HAMILTON ST,EAST ORANGE,NJ,7017,MIDDLE SCHOOL
Johnnie L. Cochran Jr. Academy E.S.,190 Midland Avenue,East Orange,NJ,7017,ELEMENTARY SCHOOL
Langston Hughes School,181 ELMWOOD AVE,EAST ORANGE,NJ,7018,ELEMENTARY SCHOOL
Mildred B. Garvin MicroSociety Sch,Y76 Parker Avenue,EAST ORANGE,NJ,7017,ELEMENTARY SCHOOL
Patrick Francis Healy M.S.,116 HAMILTON ST,EAST ORANGE,NJ,7017,MIDDLE SCHOOL
Sojourner Truth M.S.,116 HAMILTON ST,EAST ORANGE,NJ,7017,MIDDLE SCHOOL
Wahlstrom Early Childhood Ed Acad,340 Prospect Street,East Orange,NJ,7017,KINDERGARTEN SCHOOL
Washington Academy E.S.,175 SANFORD ST,EAST ORANGE,NJ,7018,ELEMENTARY SCHOOL
Whitney E. Houston Academy E.S.,Y15 DODD ST,EAST ORANGE,NJ,7017,ELEMENTARY SCHOOL
Ess.Co.Vo.-Passaic Ave.-W.Cald. VS,620 PASSAIC AVE,WEST CALDWELL,NJ,7006,COUNTY VOC-TECH SCHOOL OR INSTITUTE
Essex Co.Vo.-No. 13th St.-Newark VS,300 N 13th St,Newark,NJ,7107,COUNTY VOC-TECH SCHOOL OR INSTITUTE
Essex County Voc.-Bloomfield V.S.,209 FRANKLIN STREET,BLOOMFIELD,NJ,7003,COUNTY VOC-TECH SCHOOL OR INSTITUTE
West Market Street Center V.S.,91 WEST MARKET STREET,NEWARK,NJ,7103,COUNTY VOC-TECH SCHOOL OR INSTITUTE
Essex Fells E.S.,102 Hawthorne Rd,Essex Fells,NJ,7021,ELEMENTARY SCHOOL
Essex Campus Academy,518 Valley Street,Orange,NJ,7050,SPECIAL ELEM/SEC SCHOOL FOR HANDICAPPED
Essex High School,188 1st Street,Passaic,NJ,7055,SPECIAL SECONDARY SCHOOL FOR HANDICAPPED
Essex Jr. Academy,683 Bloomfield Avenue,Bloomfield,NJ,7003,SPECIAL ELEMENTARY SCHOOL FOR HANDICAPPED
Adlai E. Stevenson E.S.,15 KNOLL ROAD,FAIRFIELD,NJ,7006,ELEMENTARY SCHOOL
Winston Churchill E.S.,233 FAIRFIELD ROAD,FAIRFIELD,NJ,7006,ELEMENTARY SCHOOL
Forest Avenue E.S.,287 FOREST AVE,GLEN RIDGE,NJ,7028,ELEMENTARY SCHOOL
Glen Ridge H.S.,200 RIDGEWOOD AVE,GLEN RIDGE,NJ,7028,SIX-YEAR HIGH SCHOOL
Linden Avenue E.S.,205 LINDEN AVE,GLEN RIDGE,NJ,7028,ELEMENTARY SCHOOL
Ridgewood Avenue School,235 RIDGEWOOD AVE,GLEN RIDGE,NJ,7028,ELEMENTARY SCHOOL
Augusta Preschool Academy,97 Augusta Street,Irvington,NJ,7111,NURSERY/PRESCHOOL
Berkeley Terrace,787 Grove Street,Irvington,NJ,7111,ELEMENTARY SCHOOL
Chancellor Avenue E.S.,844     CHANCELLOR AVENUE,IRVINGTON,NJ,7111,ELEMENTARY SCHOOL
Chancellor South,36 Mt. Vernon Avenue,Irvington,NJ,7111,ELEMENTARY SCHOOL
Florence Avenue E.S.,1324      SPRINGFIELD AVENUE,IRVINGTON,NJ,7111,ELEMENTARY SCHOOL
Grove Street E.S.,594 Grove Street,IRVINGTON,NJ,7111,ELEMENTARY SCHOOL
Irvington Adult High School,1    University Place,Irvington,NJ,7111,ADULT EDUCATION SCHOOL
Irvington H.S.,1253      CLINTON AVE.,IRVINGTON,NJ,7111,FOUR-YEAR HIGH SCHOOL
Irvington Preschool Academy II,1064 Clinton Avenue,Irvington,NJ,7111,NURSERY/PRESCHOOL
Madison at Chancellor So,36 Mt. Vernon Ave.,IRVINGTON,NJ,7111,ELEMENTARY SCHOOL
Mt. Vernon Avenue School,54 Mt. Vernon Avenue,Irvington,NJ,7111,ELEMENTARY SCHOOL
Thurgood G. Marshall E.S.,141-181 Montgomery Avenue,Irvington,NJ,7111,ELEMENTARY SCHOOL
Union Avenue M.S.,427     UNION AVE.,IRVINGTON,NJ,7111,MIDDLE SCHOOL
University Elementary School,1 University Place,Irvington,NJ,7111,MIDDLE SCHOOL
University M.S.,255     MYRTLE AVE.,IRVINGTON,NJ,7111,MIDDLE SCHOOL
Burnet Hill E.S.,25 BYRON PLACE,Livington,NJ,7039,ELEMENTARY SCHOOL
Collins E.S.,67 MARTIN RD,LIVINGSTON,NJ,7039,ELEMENTARY SCHOOL
Harrison E.S.,148 N LIVINGSTON AVE,LIVINGSTON,NJ,7039,ELEMENTARY SCHOOL
Heritage M.S.,20 FOXCROFT DR,LIVINGSTON,NJ,7039,MIDDLE SCHOOL
Hillside E.S.,98 BELMONT DRIVE,LIVINGSTON,NJ,7039,ELEMENTARY SCHOOL
Livingston Senior H.S.,33 ROBERT HARP DRIVE,LIVINGSTON,NJ,7039,FOUR-YEAR HIGH SCHOOL
Mt. Pleasant E.S.,11 BROADLAWN DR,LIVINGSTON,NJ,7039,ELEMENTARY SCHOOL
Mt. Pleasant M.S.,11 BROADLAWN DR,LIVINGSTON,NJ,7039,MIDDLE SCHOOL
Riker Hill E.S.,31 BLACKSTONE DR,LIVINGSTON,NJ,7039,ELEMENTARY SCHOOL
Deerfield E.S.,26 TROY LANE,SHORT HILLS,NJ,7078,ELEMENTARY SCHOOL
Glenwood E.S.,325 TAYLOR ROAD  SOUTH,SHORT HILLS,NJ,7078,ELEMENTARY SCHOOL
Hartshorn E.S.,400 HARTSHORN DRIVE,SHORT HILLS,NJ,7078,ELEMENTARY SCHOOL
Millburn M.S.,OLD SHORT HILLS RD,MILLBURN,NJ,7041,MIDDLE SCHOOL
Millburn Sr. H.S.,462 MILLBURN AVE,MILLBURN,NJ,7041,FOUR-YEAR HIGH SCHOOL
South Mountain E.S.,Southern Slope Drive,Millburn,NJ,7041,ELEMENTARY SCHOOL
Wyoming E.S.,55 MYRTLE AVE.,MILLBURN,NJ,7041,ELEMENTARY SCHOOL
Bradford School,87 MT HEBRON RD,UPPER MONTCLAIR,NJ,7042,ELEMENTARY SCHOOL
Edgemont E.S.,20 EDGEMONT RD,MONTCLAIR,NJ,7042,ELEMENTARY SCHOOL
Glenfield M.S.,25 MAPLE AVE,MONTCLAIR,NJ,7042,MIDDLE SCHOOL
Hillside E.S.,54 ORANGE RD,MONTCLAIR,NJ,7042,ELEMENTARY SCHOOL
Montclair H.S.,100 CHESTNUT ST,MONTCLAIR,NJ,7042,FOUR-YEAR HIGH SCHOOL
Mt. Hebron M.S.,173 BELLEVUE AVE,UPPER MONTCLAIR,NJ,7042,MIDDLE SCHOOL
Nishuane E.S.,32 CEDAR AVE,MONTCLAIR,NJ,7042,ELEMENTARY SCHOOL
Northeast E.S.,603 GROVE ST,UPPER MONTCLAIR,NJ,7042,ELEMENTARY SCHOOL
Rand E.S.,176 NORTH FULLERTON STREET,MONTCLAIR,NJ,7042,ELEMENTARY SCHOOL
Renaissance M.S.,17 MUNN STREET,Montclair,NJ,7042,MIDDLE SCHOOL
Watchung E.S.,14 GARDEN ST,MONTCLAIR,NJ,7042,ELEMENTARY SCHOOL
Abington Ave. E.S.,209 ABINGTON AVE,NEWARK,NJ,7107,ELEMENTARY SCHOOL
Alexander Street E.S.,43 ALEXANDER ST,NEWARK,NJ,7106,ELEMENTARY SCHOOL
American History High,200 Warren Street,Newark,NJ,7103,FOUR-YEAR HIGH SCHOOL
Ann Street E.S.,30 ANN ST,NEWARK,NJ,7105,ELEMENTARY SCHOOL
Arts H.S.,556 M. L. KING BLVD.,NEWARK,NJ,7102,FOUR-YEAR HIGH SCHOOL
Avon Avenue E.S.,y19 AVON AVE,NEWARK,NJ,7108,ELEMENTARY SCHOOL
Barringer H.S.,90 PARKER ST,NEWARK,NJ,7104,FOUR-YEAR HIGH SCHOOL
Belmont-Runyon E.S.,1 BELMONT-RUNYON WAY,NEWARK,NJ,7108,ELEMENTARY SCHOOL
Boylan Early Childhood Center,15 BOYLAN ST,NEWARK,NJ,7106,KINDERGARTEN SCHOOL
Bragaw Avenue E.S.,103 BRAGAW AVE,NEWARK,NJ,7112,ELEMENTARY SCHOOL
Branch Brook Elementary School,228 RIDGE ST,NEWARK,NJ,7104,ELEMENTARY SCHOOL
Broadway E.S.,108 ORATON ST,NEWARK,NJ,7104,ELEMENTARY SCHOOL
Bruce Street H.,333 CLINTON PL,NEWARK,NJ,7112,SPECIAL ELEMENTARY SCHOOL FOR HANDICAPPED
Burnet Street E.S.,28 BURNET ST,NEWARK,NJ,7102,ELEMENTARY SCHOOL
Camden M.S.,321 BERGEN ST,NEWARK,NJ,7103,MIDDLE SCHOOL
Camden Street E.S.,281 CAMDEN ST,NEWARK,NJ,7103,ELEMENTARY SCHOOL
Central H.S.,100 SUMMIT ST,NEWARK,NJ,7102,FOUR-YEAR HIGH SCHOOL
Chancellor Avenue Annex E.S.,255 CHANCELLOR AVE.,NEWARK,NJ,7112,ELEMENTARY SCHOOL
Chancellor Avenue E.S.,321 CHANCELLOR AVE,NEWARK,NJ,7112,ELEMENTARY SCHOOL
Cleveland E.S.,388 BERGEN ST,NEWARK,NJ,7103,ELEMENTARY SCHOOL
Clinton Avenue E.S.,534 CLINTON AVE,NEWARK,NJ,7108,NURSERY/PRESCHOOL
Dayton Street E.S.,226 DAYTON ST,NEWARK,NJ,7114,ELEMENTARY SCHOOL
Dr. E. Alma Flagg E.S.,150 3RD ST,NEWARK,NJ,7104,ELEMENTARY SCHOOL
Dr. William H. Horton E.S.,291 N 7TH ST,NEWARK,NJ,7107,ELEMENTARY SCHOOL
East Side H.S.,238 VAN BUREN ST,NEWARK,NJ,7105,FOUR-YEAR HIGH SCHOOL
Eighteenth Avenue E.S.,229 18TH AVE,NEWARK,NJ,7108,ELEMENTARY SCHOOL
Elliott Street E.S.,243     Woodside Avenue,NEWARK,NJ,7104,ELEMENTARY SCHOOL
Fifteenth Avenue E.S.,557 FIFTEENTH AVE,NEWARK,NJ,7103,ELEMENTARY SCHOOL
First Avenue E.S.,284 First Ave,Newark,NJ,7107,ELEMENTARY SCHOOL
Fourteenth Avenue E.S.,186-14TH AVE,NEWARK,NJ,7103,ELEMENTARY SCHOOL
Franklin E.S.,42 PARK AVE,NEWARK,NJ,7104,ELEMENTARY SCHOOL
George Washington Carver E.S.,333 CLINTON PL,NEWARK,NJ,7112,ELEMENTARY SCHOOL
Harriet Tubman E.S.,504 S TENTH ST,NEWARK,NJ,7103,ELEMENTARY SCHOOL
Hawkins Street E.S.,8 HAWKINS ST,NEWARK,NJ,7105,ELEMENTARY SCHOOL
Hawthorne Avenue E.S.,428 HAWTHORNE AVE,NEWARK,NJ,7112,ELEMENTARY SCHOOL
Ivy Hill Elementary School,107 Ivy Street,Newark,NJ,7106,ELEMENTARY SCHOOL
John F. Kennedy H.,311 S TENTH ST,NEWARK,NJ,7103,SPECIAL ELEMENTARY SCHOOL FOR HANDICAPPED
Lafayette Street E.S.,205 LAFAYETTE ST,NEWARK,NJ,7105,ELEMENTARY SCHOOL
Lincoln E.S.,87 RICHELIEU TER,NEWARK,NJ,7106,ELEMENTARY SCHOOL
Louise A. Spencer E.S.,66 MUHAMMAD ALI BLVD,NEWARK,NJ,7108,ELEMENTARY SCHOOL
Luis Munoz Marin M.S.,663 BROADWAY,NEWARK,NJ,7104,MIDDLE SCHOOL
Madison E.S.,823 S 16TH ST,NEWARK,NJ,7108,ELEMENTARY SCHOOL
Malcolm X. Shabazz H.S.,80 JOHNSON AVE.,NEWARK,NJ,7108,FOUR-YEAR HIGH SCHOOL
Maple Avenue E.S.,33 MAPLE AVE,NEWARK,NJ,7112,ELEMENTARY SCHOOL
Martin Luther King Jr. E.S.,108 S 9TH ST,NEWARK,NJ,7107,ELEMENTARY SCHOOL
McKinley E.S.,1 COLONNADE PL,NEWARK,NJ,7104,ELEMENTARY SCHOOL
Miller Street E.S.,41 MILLER ST,NEWARK,NJ,7114,ELEMENTARY SCHOOL
Mt. Vernon E.S.,142 MOUNT VERNON PL,NEWARK,NJ,7106,ELEMENTARY SCHOOL
N.J. Regional Day School - Newark,334 LYONS AVE,NEWARK,NJ,7112,SPECIAL ELEM/SEC SCHOOL FOR HANDICAPPED
Newark Evening H.S.,403 SOUTH ORANGE AVE.,Newark,NJ,7103,EVENING HIGH SCHOOL (APPROVED)
Newark Vocational High School,301 WEST KINNEY ST,NEWARK,NJ,7103,FOUR-YEAR HIGH SCHOOL
Newton Street E.S.,150 NEWTON ST,NEWARK,NJ,7103,ELEMENTARY SCHOOL
Oliver Street E.S.,104 OLIVER ST,NEWARK,NJ,7105,ELEMENTARY SCHOOL
Peshine Avenue E.S.,433 PESHINE AVE,NEWARK,NJ,7112,ELEMENTARY SCHOOL
Quitman Community School,21 QUITMAN ST,NEWARK,NJ,7103,ELEMENTARY SCHOOL
Rafael Hernandez E.S.,345 Broadway,Newark,NJ,7104,ELEMENTARY SCHOOL
Renaissance Academy,200 Washington Street,Newark,NJ,7102,HIGH SCHOOL-OTHER THAN LISTED ABOVE
Ridge Street E.S.,735 RIDGE ST,NEWARK,NJ,7104,ELEMENTARY SCHOOL
Roberto Clemente E.S.,257 SUMMER AVE,NEWARK,NJ,7104,ELEMENTARY SCHOOL
Roseville Avenue E.S.,70 Roseville Avenue,Newark,NJ,7103,ELEMENTARY SCHOOL
Samuel L. Berliner,70 MONTGOMERY ST,NEWARK,NJ,7103,SPECIAL ELEMENTARY SCHOOL FOR HANDICAPPED
Science H.S.,260 Norfolk Street,NEWARK,NJ,7103,FOUR-YEAR HIGH SCHOOL
South Seventeenth Street E.S.,619 S SEVENTEENTH ST,NEWARK,NJ,7103,ELEMENTARY SCHOOL
South Street E.S.,151 SOUTH ST,NEWARK,NJ,7114,ELEMENTARY SCHOOL
Speedway Avenue E.S.,26 SPEEDWAY AVE,NEWARK,NJ,7106,ELEMENTARY SCHOOL
Sussex Avenue E.S.,307 SUSSEX AVE,NEWARK,NJ,7107,ELEMENTARY SCHOOL
Technology H.S.,187 BROADWAY,NEWARK,NJ,7102,FOUR-YEAR HIGH SCHOOL
The Academy of Vocational Careers,74 Montgomery Street,Newark,NJ,7103,FOUR-YEAR HIGH SCHOOL
Thirteenth Avenue E.S.,359 THIRTEENTH AVE,NEWARK,NJ,7103,ELEMENTARY SCHOOL
University H.S.,55 CLINTON PL,NEWARK,NJ,7108,SIX-YEAR HIGH SCHOOL
Vailsburg M.S.,107 IVY STREET,Newark,NJ,7106,MIDDLE SCHOOL
Weequahic H.S.,279 CHANCELLOR AVE,NEWARK,NJ,7112,FOUR-YEAR HIGH SCHOOL
West Side H.S.,403 SOUTH ORANGE AVE,NEWARK,NJ,7103,FOUR-YEAR HIGH SCHOOL
William H. Brown Academy,695 BERGEN ST,NEWARK,NJ,7108,MIDDLE SCHOOL
Wilson Avenue E.S.,19 WILSON AVE,NEWARK,NJ,7108,ELEMENTARY SCHOOL
Gould/Mountain E.S.,GOULD AVE.,N CALDWELL,NJ,7006,ELEMENTARY SCHOOL
Grandview E.S.,Hamilton DR EAST,N CALDWELL,NJ,7006,ELEMENTARY SCHOOL
John H. Walker Middle School,325 FRANKLIN AVE,NUTLEY,NJ,7110,MIDDLE SCHOOL
Lincoln E.S.,301 HARRISON ST,NUTLEY,NJ,7110,ELEMENTARY SCHOOL
Nutley H.S.,300 FRANKLIN AVE,NUTLEY,NJ,7110,FOUR-YEAR HIGH SCHOOL
Radcliffe E.S.,379 BLOOMFIELD AVE,NUTLEY,NJ,7110,ELEMENTARY SCHOOL
Spring Garden E.S.,59 S SPRING GARDEN AVE,NUTLEY,NJ,7110,ELEMENTARY SCHOOL
Washington E.S.,155 WASHINGTON AVE,NUTLEY,NJ,7110,ELEMENTARY SCHOOL
Yantacaw E.S.,20 YANTACAW PLACE,NUTLEY,NJ,7110,ELEMENTARY SCHOOL
Lester C. Noecker E.S.,100 PASSAIC AVE,ROSELAND,NJ,7068,ELEMENTARY SCHOOL
Clinton E.S.,27 BERKSHIRE RD,MAPLEWOOD,NJ,7040,ELEMENTARY SCHOOL
Columbia Senior H.S.,17 PARKER AVE,MAPLEWOOD,NJ,7040,FOUR-YEAR HIGH SCHOOL
Jefferson E.S.,518 RIDGEWOOD RD,MAPLEWOOD,NJ,7040,ELEMENTARY SCHOOL
Maplewood M.S.,7 BURNETT ST,MAPLEWOOD,NJ,7040,MIDDLE SCHOOL
Marshall E.S.,62 GROVE RD,S ORANGE,NJ,7079,ELEMENTARY SCHOOL
Seth Boyden E.S.,574 BOYDEN AVE,MAPLEWOOD,NJ,7040,ELEMENTARY SCHOOL
South Mountain E.S./Annex,444 WEST SOUTH ORANGE AVE.,S ORANGE,NJ,7079,ELEMENTARY SCHOOL
South Orange M.S.,444 SOUTH ORANGE AVE,S ORANGE,NJ,7079,MIDDLE SCHOOL
Tuscan E.S.,25 HARVARD AVE,MAPLEWOOD,NJ,7040,ELEMENTARY SCHOOL
Brookdale Avenue E.S.,14 BROOKDALE COURT,VERONA,NJ,7044,ELEMENTARY SCHOOL
F.N. Brown E.S.,125 GROVE AVE,VERONA,NJ,7044,ELEMENTARY SCHOOL
Forest Avenue E.S.,118 FOREST AVE,VERONA,NJ,7044,ELEMENTARY SCHOOL
Henry B. Whitehorne M.S.,600 BLOOMFIELD AVE,VERONA,NJ,7044,MIDDLE SCHOOL
Laning Avenue E.S.,18 LANNING RD,VERONA,NJ,7044,ELEMENTARY SCHOOL
Verona H.S.,151 FAIRVIEW AVE,VERONA,NJ,7044,FOUR-YEAR HIGH SCHOOL
West Essex H.S.,WEST GREENBROOK RD,NORTH CALDWELL,NJ,7006,FOUR-YEAR HIGH SCHOOL
West Essex Junior High School,WEST GREENBROOK RD,NORTH CALDWELL,NJ,7006,MIDDLE SCHOOL
Edison M.S.,75 WILLIAM ST,W ORANGE,NJ,7052,MIDDLE SCHOOL
Gregory E.S.,301 GREGORY AVE,W ORANGE,NJ,7052,ELEMENTARY SCHOOL
Hazel Avenue E.S.,45 HAZEL AVE,W ORANGE,NJ,7052,ELEMENTARY SCHOOL
Liberty Middle School,1  Kelly  Drive,West Orange,NJ,7052,MIDDLE SCHOOL
Mount Pleasant E.S.,9 Manger Road,West Orange,NJ,7052,ELEMENTARY SCHOOL
Pleasantdale E.S.,555 PLEASANT VALLEY WAY,W ORANGE,NJ,7052,ELEMENTARY SCHOOL
Redwood E.S.,75 REDWOOD AVE,W ORANGE,NJ,7052,ELEMENTARY SCHOOL
Roosevelt M.S.,36 GILBERT PL,W ORANGE,NJ,7052,MIDDLE SCHOOL
St. Cloud E.S.,71 SHERIDAN AVE,W ORANGE,NJ,7052,ELEMENTARY SCHOOL
Washington E.S.,289 MAIN ST,W ORANGE,NJ,7052,ELEMENTARY SCHOOL
West Orange H.S.,51 CONFORTI AVE,WEST ORANGE,NJ,7052,FOUR-YEAR HIGH SCHOOL
Clayton H.S.,350 E. Clinton Street,Clayton,NJ,8312,FOUR-YEAR HIGH SCHOOL
Clayton M.S.,350 E. Clinton St,Clayton,NJ,8312,MIDDLE SCHOOL
Herma S. Simmons E.S.,300 West Chestnut Street,Clayton,NJ,8312,ELEMENTARY SCHOOL
Clearview Regional H.S.,625 Breakneck Rd,Mullica Hill,NJ,8062,FOUR-YEAR HIGH SCHOOL
Clearview Regional M.S.,595 Jefferson Rd,Mullica Hill,NJ,8062,MIDDLE SCHOOL
Delsea Regional H.S.,Fries Mill Rd,Franklinville,NJ,8322,FOUR-YEAR HIGH SCHOOL
Delsea Regional M.S.,Fries Mill Road,Franklinville,NJ,8322,MIDDLE SCHOOL
Central Early Childhood Center,1447 Delsea Drive,Deptford,NJ,8096,ELEMENTARY SCHOOL
Deptford Township H.S.,575 S Fox Run Rd,Deptford,NJ,8096,FOUR-YEAR HIGH SCHOOL
Good Intent E.S.,1555 Good Intent Rd,Deptford,NJ,8096,ELEMENTARY SCHOOL
Lake Tract E.S.,690 Iszard Rd,Deptford,NJ,8096,ELEMENTARY SCHOOL
Monongahela M.S.,890 Bankbridge Rd,Sewell,NJ,8080,MIDDLE SCHOOL
New Sharon H.,1810 Delsea Dr,Deptford,NJ,8096,SPECIAL ELEMENTARY SCHOOL FOR HANDICAPPED
Oak Valley E.S.,525 College Blvd,Wenonah,NJ,8090,ELEMENTARY SCHOOL
Pine Acres Early Childhood Center,720 Purdue Ave,Wenonah,NJ,8090,ELEMENTARY SCHOOL
Shady Lane E.S.,130 Peach Street,Westville,NJ,8093,ELEMENTARY SCHOOL
Jeffrey Clark School,7 Quaker Rd,Mickleton,NJ,8056,ELEMENTARY SCHOOL
Samuel Mickle E.S.,559 Kings Highway,Mickleton,NJ,8056,ELEMENTARY SCHOOL
Aura E.S.,100 Unionville Rd,Glassboro,NJ,8028,ELEMENTARY SCHOOL
Caroline L. Reutter E.S.,2150 Delsea Dr,Franklinville,NJ,8322,ELEMENTARY SCHOOL
Main Road E.S.,1452 Main Rd,Newfield,NJ,8344,ELEMENTARY SCHOOL
Mary F. Janvier E.S.,1532 Pennsylvania Ave,Franklinville,NJ,8322,ELEMENTARY SCHOOL
Gateway Regional H.S.,775 Tanyard Rd,Woodbury Hts,NJ,8096,SIX-YEAR HIGH SCHOOL
Dorothy L. Bullock School,370 E. New St,Glassboro,NJ,8028,ELEMENTARY SCHOOL
Glassboro Adult High,Joseph L. Bowe Blvd,Glassboro,NJ,8028,ADULT EDUCATION SCHOOL
Glassboro H.S.,560 Joseph L. Bowe Blvd,Glassboro,NJ,8028,FOUR-YEAR HIGH SCHOOL
Glassboro Intermediate,202 N Delsea Dr,Glassboro,NJ,8028,ELEMENTARY SCHOOL
J. Harvey Rodgers School,301 Georgetown Rd.,Glassboro,NJ,8028,KINDERGARTEN SCHOOL
Thomas E. Bowe E.S.,Carpenter St and Mancuso Lane,Glassboro,NJ,8028,ELEMENTARY SCHOOL
Bankbridge Regional School Campus,870 Bankbridge Road,Sewell,NJ,8080,SPECIAL ELEM/SEC SCHOOL FOR HANDICAPPED
Adult Regional High School,1360 Tanyard Road,Sewell,NJ,8080,ADULT EDUCATION SCHOOL
Gloucester Co. Inst. of Technology,1360 Tanyard Road,Sewell,NJ,8080,COUNTY VOC-TECH SCHOOL OR INSTITUTE
Greenwich Township E.S.,225 West Broad St,Gibbstown,NJ,8027,ELEMENTARY SCHOOL
Nehaunsey M.S.,415 Swedesboro Road,Gibbstown,NJ,8027,MIDDLE SCHOOL
Harrison Township E.S.,120 N Main St,Mullica Hill,NJ,8062,ELEMENTARY SCHOOL
Pleasant Valley School,401 Cedar Rd,Mullica Hill,NJ,8062,ELEMENTARY SCHOOL
Kingsway Regional H.S.,201 Kings Highway,Woolwich Twp,NJ,8085,FOUR-YEAR HIGH SCHOOL
Kingsway Regional M.S.,203 Kings Highway,Woolwich Twp,NJ,8085,MIDDLE SCHOOL
Center Square E.S.,100 Peachwood Dr,Logan Twp,NJ,8085,ELEMENTARY SCHOOL
Logan E.S.,110 School Lane,Logan Twp,NJ,8085,ELEMENTARY SCHOOL
Centre City E.S.,301 Columbus Dr,Mantua,NJ,8051,ELEMENTARY SCHOOL
J. Mason Tomlin E.S.,393 Main St,Mantua,NJ,8051,ELEMENTARY SCHOOL
Sewell E.S.,40 McAnally Dr,Sewell,NJ,8080,ELEMENTARY SCHOOL
Holly Glen E.S.,900 North Main Street,Williamstown,NJ,8094,ELEMENTARY SCHOOL
Oak Knoll E.S.,23 BODINE AVENUE,WILLIAMSTOWN,NJ,8094,ELEMENTARY SCHOOL
Radix E.S.,363 Radix Rd,Williamstown,NJ,8094,ELEMENTARY SCHOOL
Whitehall E.S.,161 Whitehall Rd,Williamstown,NJ,8094,ELEMENTARY SCHOOL
Williamstown H.S.,700 N Tuckahoe Rd,Williamstown,NJ,8094,FOUR-YEAR HIGH SCHOOL
Williamstown M.S.,561 Clayton Rd,Williamstown,NJ,8094,MIDDLE SCHOOL
National Park E.S.,516 Lakehurst Ave,National Park,NJ,8063,ELEMENTARY SCHOOL
Billingsport E.S.,441 Nassau Ave,Paulsboro,NJ,8066,ELEMENTARY SCHOOL
Loudenslager E.S.,100 Baird Ave,Paulsboro,NJ,8066,ELEMENTARY SCHOOL
Paulsboro H.S.,670 N Delaware St,Paulsboro,NJ,8066,SIX-YEAR HIGH SCHOOL
Elwood Kindle E.S.,211 Washington Avenue,Pitman,NJ,8071,ELEMENTARY SCHOOL
Memorial E.S.,400 Hudson Ave,Pitman,NJ,8071,ELEMENTARY SCHOOL
Pitman H.S.,225 Linden Ave,Pitman,NJ,8071,FOUR-YEAR HIGH SCHOOL
Pitman M.S.,138 East Holly Ave,Pitman,NJ,8071,MIDDLE SCHOOL
